,count,integer_1,integer_2,name_1,name_2
1369,147,425703,587358,Rugby RPF,Rugby Union RPF
1370,243,541,11825,Power Rangers,Power Rangers Ninja Storm
1383,6654,578887,1001939,Captain America - All Media Types,The Avengers (Marvel Movies)
1384,3489,236208,431213,Batman - All Media Types,Superman - All Media Types
1385,3362,236208,525714,Batman - All Media Types,Nightwing (Comics)
1387,334,20965191,36909253,Hazbin Hotel (Web Series),Helluva Boss (Web Series)
1388,1655,13999,15366198,Naruto,Boruto: Naruto Next Generations
1390,565,29577,750321,Star Wars Prequel Trilogy,Star Wars: Clone Wars (2003) - All Media Types
1399,2539,448284,448285,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters | Pokemon (Anime)
1401,1407,9139561,28624790,NCT (Band),WAYV
1412,369,11987966,26574617,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù
1415,23668,226657,1001939,Iron Man (Movies),The Avengers (Marvel Movies)
1422,101,13907,432483,Marvel 616,Venom (Comics)
1423,170,289604,432483,Marvel (Comics),Venom (Comics)
1424,252,126504,126507,The Losers (2010),The Losers (Comic)
1425,2076,7266,13907,Marvel,Marvel 616
1428,336,14088,14094,Crisis Core: Final Fantasy VII,Final Fantasy VII: Advent Children
1429,1002,14094,103325,Final Fantasy VII: Advent Children,Compilation of Final Fantasy VII
1430,188,82576,865284,Batman (Comics),Superboy (Comics)
1431,419,865284,969647,Superboy (Comics),DCU (Comics)
1445,144,387862,23709195,Aliens vs Predators Series - Various Authors,Predator Original Series (1987-1990)
1446,797,165509,14211701,Call Me by Your Name - André Aciman,Call Me By Your Name (2017)
1447,591,165509,14211920,Call Me by Your Name - André Aciman,Call Me By Your Name - All Media Types
1468,391,105122,19017606,K-pop,Stray Kids (Band)
1469,305,414093,969647,Marvel Cinematic Universe,DCU (Comics)
1475,294,21927,219009,Transformers Generation One,Transformers (Bay Movies)
1476,5120,21927,219012,Transformers Generation One,Transformers - All Media Types
1480,1386,219009,219012,Transformers (Bay Movies),Transformers - All Media Types
1488,130,14551073,16590177,Bendy and the Ink Machine,Cuphead (Video Game)
1509,189,10168544,47839222,The Legend of Zelda: Breath of the Wild,Hyrule Warriors: Age of Calamity (Video Game)
1533,292,228688,725640,Marble Hornets,Creepypasta - Fandom
1577,362,236208,5455680,Batman - All Media Types,Green Lantern - All Media Types
1578,311,969647,5455680,DCU (Comics),Green Lantern - All Media Types
1601,215,101375,3230807,Star Wars - All Media Types,Star Wars Legends: Darth Plagueis - James Luceno
1602,112,3230807,3235649,Star Wars Legends: Darth Plagueis - James Luceno,Star Wars Legends - All Media Types
1603,15765,827055,858574,Dragon Age - All Media Types,Dragon Age (Video Games)
1604,13334,827055,1080663,Dragon Age - All Media Types,Dragon Age: Inquisition
1605,649,101375,25897413,Star Wars - All Media Types,Star Wars: Thrawn Series - Timothy Zahn (2017)
1616,778,3103,3578165,Fruits Basket,Fruits Basket - Takaya Natsuki (Manga)
1617,167,3103,28066218,Fruits Basket,Fruits Basket (Anime 2001)
1618,543,3103,30941969,Fruits Basket,Fruits Basket (Anime 2019)
1619,146,3578165,28066218,Fruits Basket - Takaya Natsuki (Manga),Fruits Basket (Anime 2001)
1620,465,3578165,30941969,Fruits Basket - Takaya Natsuki (Manga),Fruits Basket (Anime 2019)
1621,156,28066218,30941969,Fruits Basket (Anime 2001),Fruits Basket (Anime 2019)
1622,2093,448284,30005138,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: Sword & Shield | Pokemon Sword & Shield Versions
1623,235,136512,22001796,Harry Potter - J. K. Rowling,Buffy the Vampire Slayer (TV)
1628,189,18458367,24962256,はたらく細胞 | Hataraku Saibou | Cells at Work! (Manga),はたらく細胞 | Hataraku Saibou | Cells at Work! (Anime)
1631,115,3828398,6541412,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,Undertale (Video Game)
1632,562,969647,4945534,DCU (Comics),Justice League - All Media Types
1633,194,4945534,5455680,Justice League - All Media Types,Green Lantern - All Media Types
1639,1172,6943,15567,Real Person Fiction,British Actor RPF
1640,2096,15567,25486,British Actor RPF,Actor RPF
1641,482,17856255,38347525,Buzzfeed Unsolved (Web Series),Watcher Entertainment RPF
1642,177,236208,851797,Batman - All Media Types,Injustice: Gods Among Us
1644,847,431213,969647,Superman - All Media Types,DCU (Comics)
1645,105,851797,969647,Injustice: Gods Among Us,DCU (Comics)
1646,278,7266,31108,Marvel,Spider-Man (Comicverse)
1647,2995,7266,130638,Marvel,Spider-Man - All Media Types
1660,303,27801,137504,The Outsiders (1983),The Outsiders - S. E. Hinton
1661,187,27801,313106,The Outsiders (1983),The Outsiders - All Media Types
1662,357,137504,313106,The Outsiders - S. E. Hinton,The Outsiders - All Media Types
1665,752,22081,481231,Digimon Adventure,Digimon - All Media Types
1667,164,22608,481231,Digimon Frontier,Digimon - All Media Types
1668,206,27491,481231,Digimon Tamers,Digimon - All Media Types
1676,137,26694209,32833447,Spider-Man: Into the Spider-Verse (2018),Spider-Man (Tom Holland Movies)
1679,139,1032850,11679103,The Grisha Trilogy - Leigh Bardugo,Six of Crows Series - Leigh Bardugo
1680,272,1032850,29455559,The Grisha Trilogy - Leigh Bardugo,Nikolai Series - Leigh Bardugo
1683,195,27,792627,Supernatural,Dean Winchester - Fandom
1685,3525,219012,225713,Transformers - All Media Types,Transformers: Prime
1686,134,115053,180534,Maurice - E. M. Forster,Maurice (1987)
1688,715,5946839,9505516,Love Live! School Idol Festival (Video Game),Love Live! Sunshine!!
1689,1228,7266,32833447,Marvel,Spider-Man (Tom Holland Movies)
1690,3323,130638,226657,Spider-Man - All Media Types,Iron Man (Movies)
1691,7820,130638,414093,Spider-Man - All Media Types,Marvel Cinematic Universe
1692,6826,226657,32833447,Iron Man (Movies),Spider-Man (Tom Holland Movies)
1693,229,242462,246692,Game of Thrones (TV),Game of Thrones RPF
1701,510,448284,449387,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: Diamond & Pearl & Platinum | Pokemon Diamond Pearl Platinum Versions
1702,149,23172234,25590048,Detroit: Become Human (Video Game),Detroit: Become Human (Video Game) RPF
1719,6233,28642,858574,Dragon Age: Origins,Dragon Age (Video Games)
1720,4700,145124,741433,The Lord of the Rings - J. R. R. Tolkien,The Lord of the Rings - All Media Types
1721,3018,145124,741444,The Lord of the Rings - J. R. R. Tolkien,The Lord of the Rings (Movies)
1728,339,303506,1169522,American Horror Story,American Horror Story: Murder House
1729,2423,25172,102330,Les Misérables - Schönberg/Boublil,Les Misérables - All Media Types
1731,173,31108,414093,Spider-Man (Comicverse),Marvel Cinematic Universe
1744,416,6225240,6225375,Jonathan Strange & Mr Norrell (TV),Jonathan Strange & Mr Norrell - Susanna Clarke
1749,287,414093,37267516,Marvel Cinematic Universe,Black Widow (Movie 2020)
1750,252,1001939,37267516,The Avengers (Marvel Movies),Black Widow (Movie 2020)
1753,2024,65,166591,Avatar: The Last Airbender,Avatar: Legend of Korra
1757,200,6048501,17403051,Star Wars Sequel Trilogy,Logan Lucky (2017)
1760,171,7316,104195,Historical RPF,16th Century CE RPF
1761,385,13907,484757,Marvel 616,Hawkeye (Comics)
1762,172,13907,604153,Marvel 616,Black Widow (Comics)
1763,559,289604,484757,Marvel (Comics),Hawkeye (Comics)
1764,298,289604,604153,Marvel (Comics),Black Widow (Comics)
1765,337,484757,604153,Hawkeye (Comics),Black Widow (Comics)
1766,264,47048095,47048152,เพราะเราคู่กัน | 2gether: The Series (Thailand TV) RPF,เพราะเราคู่กัน | 2gether: The Series (Thailand TV)
1769,495,136512,242462,Harry Potter - J. K. Rowling,Game of Thrones (TV)
1776,3944,7266,289604,Marvel,Marvel (Comics)
1777,928,7266,879346,Marvel,Agents of S.H.I.E.L.D. (TV)
1778,1664,13907,414093,Marvel 616,Marvel Cinematic Universe
1780,4637,289604,414093,Marvel (Comics),Marvel Cinematic Universe
1781,177,289604,879346,Marvel (Comics),Agents of S.H.I.E.L.D. (TV)
1782,6016,414093,879346,Marvel Cinematic Universe,Agents of S.H.I.E.L.D. (TV)
1783,189,484757,879346,Hawkeye (Comics),Agents of S.H.I.E.L.D. (TV)
1784,936,9830,218595,Chronicles of Narnia - C. S. Lewis,Chronicles of Narnia (Movies)
1785,1234,9830,287734,Chronicles of Narnia - C. S. Lewis,Chronicles of Narnia - All Media Types
1787,843,218595,287734,Chronicles of Narnia (Movies),Chronicles of Narnia - All Media Types
1791,332,14094,41561815,Final Fantasy VII: Advent Children,Final Fantasy VII (Video Game 1997)
1792,443,218280,29570069,Video Blogging RPF,Twosetviolin
1793,184,12307111,12312691,The Shadowhunter Chronicles - All Media Types,The Dark Artifices Series - Cassandra Clare
1795,540,12310528,12312691,The Shadowhunter Chronicles - Cassandra Clare,The Dark Artifices Series - Cassandra Clare
1796,110,12310528,20964522,The Shadowhunter Chronicles - Cassandra Clare,The Eldest Curses Series - Cassandra Clare
1799,269,32663,35821,SHINee,Super Junior
1800,1169,32663,550814,SHINee,EXO (Band)
1801,263,32663,9139561,SHINee,NCT (Band)
1802,361,32663,34010905,SHINee,SuperM (Korea Band)
1803,289,35821,550814,Super Junior,EXO (Band)
1804,101,35821,9139561,Super Junior,NCT (Band)
1806,862,550814,9139561,EXO (Band),NCT (Band)
1807,586,550814,34010905,EXO (Band),SuperM (Korea Band)
1808,705,9139561,34010905,NCT (Band),SuperM (Korea Band)
1809,3105,136512,7625681,Harry Potter - J. K. Rowling,Fantastic Beasts and Where to Find Them (Movies)
1810,109,22349,30349,X-Factor (Comics),X-Men (Comicverse)
1813,1826,269701,269708,Twilight (Movies),Twilight Series - Stephenie Meyer
1814,1617,269701,289943,Twilight (Movies),Twilight Series - All Media Types
1820,770,1801,15936195,Star Trek,Star Trek: Discovery
1850,682,130638,1368642,Spider-Man - All Media Types,The Amazing Spider-Man (Movies - Webb)
1853,476,130638,26694209,Spider-Man - All Media Types,Spider-Man: Into the Spider-Verse (2018)
1881,185,169,34980,My Chemical Romance,Paramore
1882,357,6048501,7761604,Star Wars Sequel Trilogy,Reylo - Fandom
1889,1408,114961,145124,The Hobbit - J. R. R. Tolkien,The Lord of the Rings - J. R. R. Tolkien
1890,991,114961,741433,The Hobbit - J. R. R. Tolkien,The Lord of the Rings - All Media Types
1891,686,114961,741444,The Hobbit - J. R. R. Tolkien,The Lord of the Rings (Movies)
1892,1168,145124,541478,The Lord of the Rings - J. R. R. Tolkien,The Hobbit - All Media Types
1893,897,145124,873394,The Lord of the Rings - J. R. R. Tolkien,The Hobbit (Jackson Movies)
1894,2988,541478,741433,The Hobbit - All Media Types,The Lord of the Rings - All Media Types
1895,769,541478,741444,The Hobbit - All Media Types,The Lord of the Rings (Movies)
1896,1196,741433,873394,The Lord of the Rings - All Media Types,The Hobbit (Jackson Movies)
1897,1012,741444,873394,The Lord of the Rings (Movies),The Hobbit (Jackson Movies)
1903,547,13999,3828398,Naruto,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
1908,773,414093,604153,Marvel Cinematic Universe,Black Widow (Comics)
1953,5205,102330,133386,Les Misérables - All Media Types,Les Misérables - Victor Hugo
2100,459,114961,230931,The Hobbit - J. R. R. Tolkien,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien
2101,2201,145124,230931,The Lord of the Rings - J. R. R. Tolkien,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien
2102,586,230931,541478,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,The Hobbit - All Media Types
2103,1084,230931,741433,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,The Lord of the Rings - All Media Types
2104,220,230931,741444,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,The Lord of the Rings (Movies)
2105,232,230931,873394,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,The Hobbit (Jackson Movies)
2108,1873,525714,969647,Nightwing (Comics),DCU (Comics)
2109,1550,525714,1098294,Nightwing (Comics),Red Hood and the Outlaws (Comics)
2110,1834,969647,1098294,DCU (Comics),Red Hood and the Outlaws (Comics)
2116,123,541,11830,Power Rangers,Power Rangers Jungle Fury
2126,6138,229522,827055,Dragon Age II,Dragon Age - All Media Types
2127,7932,229522,858574,Dragon Age II,Dragon Age (Video Games)
2133,506,997960,1002903,bts,방탄소년단 | Bangtan Boys | BTS
2136,224,82576,6923902,Batman (Comics),Robin: Son of Batman (Comics)
2137,277,236208,6923902,Batman - All Media Types,Robin: Son of Batman (Comics)
2138,145,419088,6923902,Batman and Robin (Comics),Robin: Son of Batman (Comics)
2139,892,839,414093,X-Men (Movieverse),Marvel Cinematic Universe
2141,619,839,1001939,X-Men (Movieverse),The Avengers (Marvel Movies)
2142,902,414093,643028,Marvel Cinematic Universe,MCU
2143,467,643028,1001939,MCU,The Avengers (Marvel Movies)
2145,104,1001939,9830863,The Avengers (Marvel Movies),X-Men (Alternate Timeline Movies)
2147,188,34578557,49311823,Danger Days: The True Lives of the Fabulous Killjoys - My Chemical Romance (Album),The True Lives of the Fabulous Killjoys: California (Comics)
2148,312,449545,684027,One Direction (Band),Louis Tomlinson - Fandom
2153,186,30417,136512,Harry Potter RPF,Harry Potter - J. K. Rowling
2155,188,451749,451754,Sonic the Hedgehog (Video Games),Sonic the Hedgehog (Archie Comic)
2156,200,1001939,1710265,The Avengers (Marvel Movies),Bucky Barnes - Fandom
2160,692,130638,3352745,Spider-Man - All Media Types,Daredevil (TV)
2166,2963,414093,3352745,Marvel Cinematic Universe,Daredevil (TV)
2167,623,414093,5466945,Marvel Cinematic Universe,Jessica Jones (TV)
2168,298,414093,9892897,Marvel Cinematic Universe,Luke Cage (TV)
2170,266,414093,11413120,Marvel Cinematic Universe,Iron Fist (TV)
2171,475,414093,16720134,Marvel Cinematic Universe,The Punisher (TV 2017)
2172,916,1001939,3352745,The Avengers (Marvel Movies),Daredevil (TV)
2173,240,1001939,5466945,The Avengers (Marvel Movies),Jessica Jones (TV)
2177,110,1001939,16720134,The Avengers (Marvel Movies),The Punisher (TV 2017)
2178,824,3352745,5466945,Daredevil (TV),Jessica Jones (TV)
2179,355,3352745,9892897,Daredevil (TV),Luke Cage (TV)
2181,362,3352745,11413120,Daredevil (TV),Iron Fist (TV)
2182,272,3352745,32833447,Daredevil (TV),Spider-Man (Tom Holland Movies)
2183,344,5466945,9892897,Jessica Jones (TV),Luke Cage (TV)
2185,291,5466945,11413120,Jessica Jones (TV),Iron Fist (TV)
2186,116,5466945,16720134,Jessica Jones (TV),The Punisher (TV 2017)
2189,315,9892897,11413120,Luke Cage (TV),Iron Fist (TV)
2203,505,29576,3132749,Star Wars Original Trilogy,Star Wars: Rebels
2204,371,29577,3132749,Star Wars Prequel Trilogy,Star Wars: Rebels
2211,337,1072216,8281474,The Mortal Instruments Series - Cassandra Clare,The Mortal Instruments (Movies)
2212,404,448284,449384,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: Red & Green & Blue & Yellow | Pokemon Red Green Blue Yellow Versions
2213,667,448284,449388,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: Black & White | Pokemon Black and White Versions
2214,616,448284,923135,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: X & Y | Pokemon X & Y Versions
2215,388,448284,18081549,Pocket Monsters | Pokemon - All Media Types,Pocket Monsters: Ultra Sun & Ultra Moon | Pokemon Ultra Sun & Ultra Moon Versions
2216,103,448285,449384,Pocket Monsters | Pokemon (Anime),Pocket Monsters: Red & Green & Blue & Yellow | Pokemon Red Green Blue Yellow Versions
2217,153,448285,449387,Pocket Monsters | Pokemon (Anime),Pocket Monsters: Diamond & Pearl & Platinum | Pokemon Diamond Pearl Platinum Versions
2218,156,448285,449388,Pocket Monsters | Pokemon (Anime),Pocket Monsters: Black & White | Pokemon Black and White Versions
2219,306,448285,923135,Pocket Monsters | Pokemon (Anime),Pocket Monsters: X & Y | Pokemon X & Y Versions
2220,364,448285,9607162,Pocket Monsters | Pokemon (Anime),Pocket Monsters: Sun & Moon | Pokemon Sun & Moon Versions
2222,265,448285,30005138,Pocket Monsters | Pokemon (Anime),Pocket Monsters: Sword & Shield | Pokemon Sword & Shield Versions
2229,124,449387,449388,Pocket Monsters: Diamond & Pearl & Platinum | Pokemon Diamond Pearl Platinum Versions,Pocket Monsters: Black & White | Pokemon Black and White Versions
2234,115,449388,923135,Pocket Monsters: Black & White | Pokemon Black and White Versions,Pocket Monsters: X & Y | Pokemon X & Y Versions
2235,122,449388,9607162,Pocket Monsters: Black & White | Pokemon Black and White Versions,Pocket Monsters: Sun & Moon | Pokemon Sun & Moon Versions
2238,128,923135,9607162,Pocket Monsters: X & Y | Pokemon X & Y Versions,Pocket Monsters: Sun & Moon | Pokemon Sun & Moon Versions
2241,548,9607162,18081549,Pocket Monsters: Sun & Moon | Pokemon Sun & Moon Versions,Pocket Monsters: Ultra Sun & Ultra Moon | Pokemon Ultra Sun & Ultra Moon Versions
